title,tag_stem
Allied,action drama romance thriller paramount pictures films imagemovers huahua media intelligence officer north africa encounters female french resistance fighter deadly mission behind enemy lines reunite london relationship tested pressures
La La Land,comedy drama music romance summit entertainment marc platt productions gilbert films black label media impostor pictures aspiring actress serves lattes movie stars auditions sebastian jazz musician scrapes playing cocktail party gigs dingy bars success mounts faced decisions begin fray fragile fabric love affair dreams worked hard maintain threaten apart
The Girl with All the Gifts,drama horror thriller film fund altitude film entertainment poison chef altitude film sales scientist teacher living dystopian future embark journey survival special young girl
Storks,adventure animation comedy family warner bros animation warner bros warner animation group ratpacdune entertainment storks deliver babies least used deliver packages global internet retail giant junior company delivery stork promoted accidentally activates baby making machine producing adorable wholly unauthorized baby girl
Arrival,thriller drama science fiction mystery paramount pictures laps entertainment filmnation entertainment lava bear films taking place alien crafts land around world expert linguist recruited military determine whether come peace threat
A Monster Calls,drama fantasy river road entertainment participant media apaches entertainment trini imagines monster helps deal difficult life world different
ARQ,science fiction thriller films entertainment lost city friends living dystopic future become trapped mysterious time loop something ongoing battle omnipotent corporation ragtag band rebels
Live by Night,crime drama appian warner bros pearl street films story prohibition centered around group individuals dealings world organized crime
Split,horror thriller universal pictures blumhouse productions blinding edge pictures though kevin evidenced personalities trusted psychiatrist fletcher remains still submerged materialize dominate others compelled abduct three teenage girls willful observant casey kevin reaches survival among contained within well everyone around walls compartments shatter apart
Underworld: Blood Wars,underworld collection action fantasy horror lakeshore entertainment screen gems sketch films vampire death dealer selene fends brutal attacks lycan clan vampire faction betrayed allies david father thomas must stop eternal lycans vampires even means make ultimate sacrifice
