title,tag_stem
Catwoman,action crime village roadshow pictures dinovi pictures warner bros frantic films maple shade films catwoman films liquidated discovering corporate conspiracy mildmannered graphic artist patience phillips washes island shes resurrected endowed prowess shes eager skills vigilante mouse handsome gumshoe lone tail
The Manchurian Candidate,drama thriller mystery paramount pictures scott rudin productions clinica estetico army unit ambushed first gulf sergeant raymond shaw saved fellow soldiers commanding officer thencaptain marco knocked unconscious brokering incident political capital shaw eventually becomes vicepresidential nominee marco haunted dreams happened didnt happen kuwait marco major investigates story begins unravel point questions happened possible entire unit kidnapped brainwashed believe shaw hero part plot seize white house powerful people manchurian global corporation appear desperate stop finding
Garden State,comedy drama romance searchlight pictures double feature films jersey films camelot pictures larges productions andrew returns hometown funeral mother journey reconnects past friends trip coincides decision stop taking powerful antidepressants chance meeting girl also suffering various maladies opens possibility rekindling emotional attachments confronting psychologist father perhaps beginning life
Resident Evil: Apocalypse,resident evil collection horror action science fiction impact pictures constantin film city locked quarantine alice joins small band elite soldiers enlisted rescue missing daughter creator mutating tvirus heartpounding race time group faces hordes blood thirsty zombies stealthy lickers mutant canines sinister
Collateral,drama crime thriller paramount pictures dreamworks parkesmacdonald productions edge city driver picks offers drive around promise easy money sours realizes fare assassin
Harold & Kumar Go to White Castle,harold kumar collection comedy adventure line cinema sometimes takes strange night everything else focus thats exactly happens harold roommate kumar best stoner money white castle hamburgers guys crossroads make major decisions affect course lives arrive wisdom accident drive around jersey search fast food
The Chronicles of Riddick,chronicles riddick collection action science fiction race films radar pictures years outrunning ruthless bounty hunters escaped convict riddick suddenly finds caught opposing forces fight future human race waging incredible battles fantastic deadly worlds lone reluctant hero emerge humanitys champion last hope universe edge annihilation
Cellular,action adventure crime thriller line cinema young receives emergency phone call cell phone older woman claims kidnapped kidnappers targeted husband child next
The Princess Diaries 2: Royal Engagement,princess diaries collection comedy drama family romance walt disney pictures thermopolis college graduate genovia take duties princess best friend lilly also joins summer continues princess lessons riding horses sidesaddle archery royal complicated life turned upside learns take crown queen earlier expected
AVP: Alien vs. Predator,collection adventure science fiction action impact pictures studio babelsberg twentieth century film corporation davis entertainment stillking films brandywine productions lonlink productions productions inside track films charenton productions limited revolution studios scientists discover something arctic appears buried pyramid send research team investigate little know step hunting ground aliens grown sport predator race
Garfield,garfield collection animation comedy family twentieth century film corporation davis entertainment twentieth century animation garfield lazy lasagna lover everything could want effort impress highschool crush adopts named odie brings home garfield gets thing doesnt want competition
EuroTrip,comedy dreamworks montecito picture company blue productions scott learns longtime cyberbuddy berlin gorgeous young woman friends embark trip across europe
Mindhunters,mystery thriller crime avenue pictures productions weed road pictures intermedia films egmond film television dimension films outlaw productions mindhunters limited mindhunters productie tonna outlaw victoria productions trainees fbis psychological profiling program must training practice discover killer midst
The Ladykillers,comedy crime thriller mike zoss productions jacobson company touchstone pictures eccentric charming southern professor crew pose band order casino nose unsuspecting landlord sharp woman
Shaun of the Dead,horror comedy universal pictures talk productions studiocanal film working title films productions wolfe music inside track shaun lives supremely uneventful life revolves around girlfriend mother local gentle routine threatened dead return life make strenuous attempts snack ordinary londoners
Along Came Polly,comedy romance jersey films loofah productions reuben feffer whos spent entire life playing safe polly prince irresistible freespirit lives thrill moment comically mismatched souls collide reubens world turned upside makes uproarious attempt change life middleoftheroad totallyoutthere
The Butterfly Effect,butterfly effect collection science fiction thriller line cinema filmengine katalyst films benderspink province british columbia production services credit young struggles access sublimated childhood memories finds technique allows travel back past occupy childhood body change history however soon finds every change makes unexpected consequences
50 First Dates,comedy romance columbia pictures corporation happy madison productions anonymous content flower films henry player skilled seducing women veterinarian meets lucy girl quirky problem comes total recall realizes possible fall love thats delightful lucy shortterm memory henry must finally sweeps feet
The Passion of the Christ,drama icon productions twentieth century film corporation passion christ film last hours life jesus director gibson received much criticism critics audiences explicit depiction focus violence christs suffering especially part jewish community films languages arabic latin hebrew actors laymen controversially received well
Hidalgo,western adventure casey silver productions touchstone pictures dune films story pony express courier travels arabia compete horse hidalgo dangerous race massive contest prize adventure sends pair around world
Starsky & Hutch,comedy crime weed road pictures warner bros dimension films hour films artl join uptight david starsky laidback hutch hutchinson theyre paired first time undercover cops partners must overcome differences solve important case help street informant huggy bear persuasive criminal reese feldman
The Girl Next Door,comedy regency enterprises epsilon motion pictures regency pictures daybreak exceptionally ambitious high schooler matthew aspirations career politics falls love gorgeous yearold neighbor danielle matthews bright future jeopardized finds danielle porn star danielles past catches matthews love forces reevaluate goals
Secret Window,thriller mystery columbia pictures corporation pariah entertainment group grand slam productions mels cite cinema mort rainey writer emerging painful divorce exwife stalked remote lake house psychotic stranger wouldbe scribe claims rainey swiped best story idea rainey endeavors prove innocence begins question sanity
Dawn of the Dead,fantasy horror action amsterdam entertainment strike entertainment metropolitan filmexport tohotowa cruel unusual films group surviving people take refuge shopping center world taken aggressive flesheating zombies remake zombie film name
Eternal Sunshine of the Spotless Mind,science fiction drama romance anonymous content productions focus features joel barish heartbroken girlfriend underwent procedure erase memory decides however watches memories fade away realises still loves late correct mistake
Taking Lives,action crime mystery thriller village roadshow pictures atmosphere entertainment warner bros recruited assist montreal police desperate search serial killer assumes identities victims profiler illeana scott knows matter time killer strikes promising lead museum employee might killers eyewitness
Jersey Girl,comedy romance miramax films beverly detroit view askew productions close call films ollie trinke young suave music publicist seems wife baby life deals hand suddenly faced single fatherhood defunct career move father bounce back takes love courage instilled daughter
Scooby-Doo 2: Monsters Unleashed,scooby collection mystery fantasy adventure comedy mosaic media group warner bros mystery guests honor grand opening coolsville museum criminology masked villain shows creates havoc stealing costumes gangs notorious villainscould nemesis scientist jonathan jacobo returned trying recreate deadliest foes
Harry Potter and the Prisoner of Azkaban,harry potter collection adventure fantasy family pictures heyday films warner bros harry hermione return hogwarts another magicfilled year harry comes face face danger time form escaped convict sirius black turns sympathetic professor lupin help
Hellboy,hellboy collection fantasy action science fiction columbia pictures revolution studios dark horse entertainment lawrence gordon productions starlite films final days world nazis attempt black magic dying cause allies raid camp ceremony taking place demon hellboy already conjured joining allied forces hellboy eventually grows adulthood serving cause good rather evil
Home on the Range,animation family walt disney pictures greedy outlaw schemes take possession patch heaven dairy farm three determined cows karatekicking stallion colorful corral critters join forces save home stakes skyhigh unlikely animal alliance risk hides match wits mysterious band guys
Walking Tall,walking tall collection adventure drama action thriller metrogoldwynmayer mandeville films studios hyde park entertainment burkesamplesfoster productions eight productions former soldier returns hometown find overrun crime corruption prompts clean house
Ella Enchanted,family fantasy comedy world entertainment enchanted productions ella lives magical world child moment birth given virtuous gift fairy godmother ellas socalled gift however obedience birthright proves quite curse ella finds hands several unscrupulous characters quite literally disobey determined gain control life decisions ella sets journey find fairy godmother hopes lift curse path however isnt easy ella must outwit slew unpleasant obstacles including ogres giants wicked stepsisters elves prince charmonts evil uncle wants take crown rule kingdom
Kill Bill: Vol. 2,kill bill collection action crime thriller miramax films band apart super cool manchu bride unwaveringly continues roaring rampage revenge band assassins tried kill unborn child visits former associates onebyone checking victims death list five theres nothing left kill bill
The Punisher,action crime drama lions gate films medienfonds valhalla motion pictures marvel enterprises medienfonds undercover agent frank castles wife slaughtered becomes punisher ruthless vigilante willing length avenge family
13 Going on 30,comedy fantasy romance columbia pictures revolution studios thirteen productions total humiliation thirteenth birthday party jenna rink wants hide shes thirty little magic wish granted turns thirty isnt always awesome thought would
Man on Fire,action drama thriller crime regency enterprises pictures epsilon motion pictures scott free productions regency pictures jaded excia operative john creasy reluctantly accepts bodyguard yearold girl mexico city clash first eventually bond shes kidnapped consumed fury stop nothing save life
Mean Girls,mean girls collection comedy paramount pictures broadway video films cady heron plastics alist girl clique school makes mistake falling aaron samuels exboyfriend alpha plastic regina george
Van Helsing,helsing collection horror adventure action universal pictures stillking films sommers company famed monster slayer gabriel helsing dispatched transylvania assist last valerious bloodline defeating count dracula anna valerious reveals dracula formed unholy alliance frankensteins monster hellbent exacting centuriesold curse family
Troy,adventure drama plan entertainment warner bros nimar studios radiant productions helena productions latina pictures year late bronze emerging nations begin clash paris trojan prince convinces helen queen sparta leave husband menelaus sail back troy menelaus finds wife taken trojans asks brother agamemnom help back agamemnon sees opportunity power ships holding greeks troy help achilles greeks able fight never defeated trojans
Shrek 2,shrek collection adventure animation comedy family fantasy dreamworks pacific data images dreamworks animation shrek fiona donkey away meet fionas mother father everyone happy shrek king find hard along theres tension marriage fairy godmother discovers shrek married fiona instead prince charming sets destroying marriage
The Day After Tomorrow,action adventure science fiction thriller lions gate films twentieth century film corporation centropolis entertainment mark gordon productions mels cite cinema years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning paleoclimatologist jack hall tries warn world also shepherding safety trapped york city overwhelmed start freeze
The Forgotten,crime drama horror mystery science fiction thriller revolution studios jinkscohen company visual arts entertainment telly paretta grieving mother struggling cope loss yearold stunned psychiatrist reveals created eight years memories never meets similar experience telly embarks search prove sons existence sanity
Shall We Dance?,drama romance comedy miramax films upon first sight beautiful instructor bored overworked estate lawyer signs ballroom dancing lessons
Blade: Trinity,blade collection science fiction action horror thriller adventure fantasy line cinema amen films shawn danielle productions imaginary forces marvel enterprises peter frankfurt productions years blade fought vampires cover night falling crosshairs forced daylight driven join forces clan human vampire hunters never knew existed nightstalkers together abigail hannibal deftly trained nightstalkers blade follows trail blood ancient creature also hunting original vampire dracula
Ocean's Twelve,ocean collection thriller crime village roadshow pictures section eight jerry weintraub productions warner bros films danny ocean reunites flame rest merry band thieves carrying three huge heists rome paris amsterdam europol agent heels
Meet the Fockers,meet parents collection comedy romance dreamworks universal pictures everyman pictures tribeca productions hardtocrack excia jack byrnes wife dina head warmer climes florida meet soninlawtobe greg fockers parents unlike happily matched offspring future inlaws find situation opposites definitely attract
The Phantom of the Opera,music thriller drama romance odyssey entertainment warner bros scion films really useful films deformed since birth bitter known phantom lives sewers underneath paris opera house falls love obscure chorus singer christine privately tutors terrorizing rest opera house demanding christine given lead roles things worse christine meets back childhood acquaintance raoul fall love
The Aviator,drama miramax films appian forward pass cappa productions warner bros initial entertainment group internationale medien film gmbh produktions mels cite cinema biopic depicting life filmmaker aviation pioneer howard hughes time became successful film producer aviation magnate simultaneously growing unstable severe obsessivecompulsive disorder
The Life Aquatic with Steve Zissou,adventure comedy drama touchstone pictures american empirical pictures anderson incisive quirky comedy build stars complex characters like royal tenenbaums bill murray leading role ocean adventure documentary film maker zissou imaginable life situations tough life crisis attempts make film capturing creature caused pain
Hotel Rwanda,drama history lions gate films united artists industrial development corporation south africa endgame entertainment miracle pictures sixth sense productions mikado film inside track films inspired true events film takes place rwanda million tutsis killed genocide went mostly unnoticed rest world hotel owner paul rusesabagina houses thousand refuges hotel attempt save lives
Crash,drama lionsgate blackfriars bridge films yari film group yari productions apolloproscreen filmproduktion bulls entertainment productions harris company angeles citizens vastly separate lives collide interweaving stories race loss redemption
Million Dollar Baby,drama lakeshore entertainment malpaso productions epsilon motion pictures warner bros albert ruddy productions despondent painful estrangement daughter trainer frankie dunn isnt prepared boxer maggie fitzgerald enter life maggies determined convince dunn cohort help
Layer Cake,drama thriller crime sony pictures classics marv films seemingly straightforward drug deal goes awry xxxx break diehard rules turn heat outwit regime come save skin
Shark Tale,animation action comedy family dreamworks pacific data images dreamworks animation oscar small fish whose aspirations often trouble meanwhile lenny great white shark surprising secret creature would guess vegetarian turns oscar improbable hero lenny becomes outcast form unlikely friendship
Open Water,open water collection drama thriller plunge pictures divers left without boat nothing water miles unless look underneath
The Chorus,drama france galat films path renn productions novo arturo films vega film france teacher school disruptive boys gives hope inspiration
Kung Fu Hustle,action comedy crime fantasy columbia pictures canton china story revolves town ruled gang sing desperately wants become member stumbles slum ruled eccentric landlords turns greatest kungfu masters disguise sings actions eventually cause gang slumlords engage explosive kungfu battle side hero emerge greatest kungfu master
The Lion King 1½,lion king collection animation comedy family walt disney pictures walt disney animation australia disneytoon studios timon meerkat pumbaa warthog best pals unsung heroes african savanna prequel smash disney animated adventure takes back back simbas adventure began youll find timon pumbaa along search perfect home attempt raise rambunctious lion
Spanglish,comedy gracie films columbia pictures corporation mexican immigrant single mother flor moreno finds housekeeping work deborah john clasky welloff couple children flor admits cant handle schedule daughter cristina deborah decides move clasky home cultures clash tensions high flor claskys struggle share space raising children different terms
District B13,district collection action thriller science fiction canal plus films production europacorp ghettos paris undercover exthug infiltrate gang order defuse neutron bomb
A Very Long Engagement,drama gerber pictures productions films production canal warner bros gion iledefrance tapioca films centre national matographie gion bretagne gion poitoucharentes mathilde years years earlier fianc manech left front somme like millions others killed field battle written black white official notice mathilde refuses believe manech died would know hangs intuition tightly would onto last thread hope linking lover former sergeant tells vain manech died mans land trench named bingo crepescule company four condemned selfinflicted wounds path ahead full obstacles mathilde frightened anything possible someone willing challenge fate
Lemony Snicket's A Series of Unfortunate Events,adventure comedy family paramount pictures scott rudin productions nickelodeon movies dreamworks pictures kumar mobiliengesellschaft projekt parkesmacdonald image nation three wealthy childrens parents killed fire sent distant relative find plotting kill seize fortune movie extremely alarming expression means thrilling misadventure involving three ingenious orphans villainous actor named count olaf carrey wants enormous fortune includes suspicious fire delicious pasta carrey poorly behaved looches billy connolly incredibly deadly viper meryl streep voice imposter named jude
Downfall,drama history degeto film entertainment cinema sterreichischer rundfunk constantin film produktion westdeutscher rundfunk norddeutscher rundfunk april germany stands brink defeat russian army closing east allied expeditionary force attacking west berlin capital third reich adolf hitler proclaims germany still achieve victory orders generals advisers fight last finally come hitler lies dead hand left military must find killing battle berlin arms surrender
Mulan II,mulan collection animation comedy family action walt disney pictures disneytoon studios entertainment mulan gets surprise young life love captain shang asks hand marriage happily ever emperor assigns secret mission escort three princesses changan china mushu determined drive wedge couple learns lose guardian mulan marries family
House of Flying Daggers,adventure drama action romance beijing picture film century china corrupt government wages rebel army called flying daggers romantic warrior breaks beautiful rebel prison help rejoin fellows things seem
The Polar Express,adventure animation family fantasy golden mean playtone imagemovers doubting young takes extraordinary train ride north pole embarks journey selfdiscovery shows wonder life never fades believe
Primer,science fiction drama thriller thinkfilm friendsfledgling entrepreneurs invent device garage reduces apparent mass object placed inside accidentally discover highly unexpected capabilities ones could enable seemingly anything want taking advantage unique opportunity first challenge face dealing consequences next
Howl's Moving Castle,fantasy animation adventure studio ghibli buena vista home entertainment mitsubishi drights tohokushinsha film corporation sophie young woman cursed body spiteful witch chance breaking spell lies selfindulgent insecure young wizard companions legged walking home
Team America: World Police,music adventure animation action comedy paramount pictures scott rudin productions team america world police follows international police force dedicated maintaining global stability learning dictator jong destroy world team recruits broadway star gary johnston undercover help team america gary manages uncover plan destroy world team america able save time stars samuel jackson robbins sean penn michael moore helen hunt matt damon susan sarandon george clooney danny glover ethan hawke alec baldwin
The Grudge,grudge collection horror mystery thriller ghost house pictures vertigo entertainment senator international colombia pictures fellah pictures american nurse karen davis moves tokyo encounters vengeful supernatural spirit known grudge often possesses victims series horrifying mysterious deaths occur spirit passing curse onto victim karen must find away break spell becomes spirits next victim
Sideways,comedy drama romance searchlight pictures michael london productions sideways productions middleaged embark spiritual journey californian wine country unpublished novelist suffering depression days away walking aisle
The Machinist,thriller drama filmax entertainment castelao producciones canal espa instituto cinematograf artes audiovisuales icaa machinist story trevor reznik latheoperator dying insomnia machine shop occupational hazards enough normal circumstances trevor risks compounded fatigue trevor lost ability sleep ordinary insomnia
Saw,collection horror mystery crime lions gate films twisted pictures evolution entertainment productions obsessed teaching victims value life deranged sadistic serial killer abducts morally wayward captured must face impossible choices horrific game survival victims must fight lives back trying
The Incredibles,incredibles collection action adventure animation family walt disney pictures pixar animation studios parr given superhero days time insurance adjuster raise three children formerly heroic wife suburbia receives mysterious assignment time back costume
Ray,drama music universal pictures bristol productions baldwin entertainment group anvil films born sharecropping plantation northern florida charles went blind seven inspired fiercely independent insisted make found calling gift behind piano keyboard touring across southern musical circuit soulful singer gained reputation exploded worldwide fame pioneered couping gospel country together
Seed of Chucky,child play collection drama horror comedy rogue pictures killer doll back allnew film fifth popular series chucky childs play horror comedies making directorial debut franchise creator writer five films mancini film introduces glen voiced lord rings star billy boyd orphan doll offspring irrepressible devilishdollcometolife chucky voiced series
Bridget Jones: The Edge of Reason,bridget jones collection comedy romance miramax films universal pictures studio canal working title films atlantic television little bird bridget jones becoming uncomfortable relationship mark darcy apart discovering conservative voter deal boss strange contractor worst vacation life
Finding Neverland,drama miramax films film colony finding neverland amusing drama story peter neverland came writing slump play writer barrie meets widowed sylvia three children soon become important part barrie life inspiration lead create masterpiece peter
National Treasure,national treasure collection adventure action thriller mystery walt disney pictures jerry bruckheimer films saturn films junction entertainment modern treasure hunters archaeologist gates search chest riches rumored stashed away george washington thomas jefferson benjamin franklin revolutionary chests whereabouts secret clues embedded constitution declaration independence gates race find gold enemies
The SpongeBob SquarePants Movie,spongebob collection animation comedy family paramount pictures nickelodeon movies united plankton pictures theres trouble brewing bikini bottom someone stolen king neptunes crown looks like krab spongebobs boss culprit though passed promotion dreams spongebob stands boss along best patrick sets treacherous mission shell city reclaim crown save krabs life
Alexander,history action adventure drama romance france intermedia films path renn productions egmond film television warner bros pacifica film internationale medien film gmbh produktions universal group alexander king macedonia leads legions giant persian empire defeating persians leads army across known world venturing farther westerner ever gone india
Closer,drama romance columbia pictures witty romantic dangerous love story chance meetings instant attractions casual betrayals couples disintegrate begin destructive adulterous affairs
American Wedding,american collection comedy romance universal pictures zideperry productions liveplanet loumolo high school distant memory michelle getting married hurry since jims grandmother sick wants walk aisle prompting stifler throw ultimate bachelor party jims reliable ever doling advice wants hear
Freaky Friday,comedy walt disney pictures gunn films casual friday productions mother daughter bicker everything anna wears likes wants shes older turn anna detests tesss fianc magical fortune cookie switches personalities peek person feels thinks lives
S.W.A.T.,collection action thriller crime original film columbia pictures corporation camelot pictures chris productions illusion entertainment hondo harrelson recruits street join elite unit angeles police department together seek members including tough deke single chris sanchez teams first assignment escort crime boss alex montel prison seems routine montel offers huge reward anyone break free criminals various stripes step prize
Freddy vs. Jason,friday collection horror line cinema cecchi gori group tiger cinematografica avery sean cunningham films crystal lake entertainment productions yannix technology corporation evil dreamdemon freddy krueger devises plan manipulate unstoppable jason vorhees hacking teenagers street effort make people remember name freddy krueger thus freeing limbo
Jeepers Creepers 2,jeepers creepers collection horror thriller united artists american zoetrope myriad pictures jeepers creepers horrifying days gorging human flesh ancient creature known creeper embarks final voracious feeding frenzy terrorizing group varsity basketball players cheerleaders coaches stranded remote highway breaks terrified group forced come together battle winged creature hellbent completing grizzly ritual
Cabin Fever,cabin fever collection horror lions gate films tonic films home entertainment cabin pictures black entertainment deer path films group five college graduates rent cabin woods begin fall victim horrifying flesheating virus attracts unwanted attention homicidal locals
What a Girl Wants,comedy dinovi pictures gerber pictures gaylord films warner bros sloane square films tomorrow film american girl daphne heads europe search father shes never instead finding british version bohemian mother learns love moms life uptight politician problem longlost engaged fiercely territorial social climber daughter makes daphnes life miserable
Kill Bill: Vol. 1,kill bill collection action crime miramax films band apart super cool manchu assassin shot altar ruthless employer bill members assassination circle bride lives plot vengeance setting payback makes death list hunts wronged saving bill last
Once Upon a Time in Mexico,mexico trilogy action columbia pictures corporation dimension films troublemaker studios hitman mariachi becomes involved international espionage involving psychotic agent corrupt mexican general
Brother Bear,brother bear collection adventure animation family walt disney feature animation impulsive named kenai magically transformed bear must literally walk anothers footsteps learns valuable life lessons courageous often zany journey introduces forest full wildlife including lovable bear koda hilarious moose rutt tuke woolly mammoths rambunctious rams
21 Grams,drama crime thriller productions productions mediana productions filmgesellschaft story three gentle persons paul rivers ailing mathematician lovelessly married english migr christina peck uppermiddleclass suburban housewife happily married mother little girls jack jordan exconvict found christian faith strength raise family brought together terrible accident change lives final frame none learn harsh truths love faith courage desire guilt chance change worlds irretrievably forever
Gothika,horror thriller columbia pictures corporation dark castle entertainment warner bros crash criminal psychologist halle berry comes find shes patient mental institution currently employs seems shes accused murdering husband memory committing crime tries regain memory convince coworkers innocence vengeful spirit uses earthly pawn convinces everyone guilt
The Cat in the Hat,comedy fantasy family imagine entertainment dreamworks universal pictures conrad sally walden home alone fish raining outside nothing walks front door introduces imagination first games things hand must parents back
Master and Commander: The Far Side of the World,adventure universal pictures twentieth century film corporation samuel goldwyn films miramax abrupt violent encounter french warship inflicts severe damage upon ship captain british royal navy begins chase oceans capture destroy enemy though must weigh commitment duty ferocious pursuit glory safety devoted crew including ships thoughtful surgeon best friend
Looney Tunes: Back in Action,animation comedy family lonely film productions gmbh warner bros animation warner bros goldmann pictures baltimore spring creek productions warner bros feature animation bugs bunny daffy duck feuding ways tired playing second fiddle bugs daffy decided leave studio good aided warner bros humor impaired vice president comedy kate houghton releases contract instructs security guardaspiring stunt drake capture escort daffy studio
Love Actually,comedy romance drama universal pictures films studiocanal working title films follows seemingly unrelated people lives begin intertwine fall love affections languish develop christmas draws near
Elf,comedy family fantasy line cinema goldmiller productions walks productions young buddy falls santas gift sack christmas transported back north pole raised toymaking santas helpers grows adulthood cant shake nagging feeling doesnt belong buddy vows visit manhattan find real workaholic publisher
The Matrix Revolutions,matrix collection adventure action thriller science fiction village roadshow pictures entertainment silver pictures warner bros human city zion defends massive invasion machines fights another front also opposing rogue agent smith
Elephant,drama crime films fearmakers studios several ordinary high school students daily routine others prepare something malevolent film chronicles events surrounding school shooting
Scary Movie 3,scary movie collection comedy dimension films brad grey pictures third installment scary movie franchise news anchorwoman cindy campbell investigate mysterious crop circles killing video tapes help president stop alien invasion process
Lost in Translation,drama american zoetrope lost souls visiting tokyo young neglected wife photographer washedup movie star shooting commercial find solace pensive freedom real others company away lives america
The Texas Chainsaw Massacre,texas chainsaw reboot collection horror line cinema next entertainment platinum dunes focus features radar pictures chainsaw productions picking traumatized young hitchhiker five friends find stalked hunted deformed chainsawwielding killer family equally psychopathic killers
Runaway Jury,drama thriller regency enterprises epsilon motion pictures regency pictures juror inside woman outside manipulate court trial involving major manufacturer
Intolerable Cruelty,crime comedy romance imagine entertainment universal pictures mike zoss productions alphaville productions revengeseeking gold digger marries womanizing beverly hills lawyer intention making killing divorce
Mystic River,thriller crime drama mystery village roadshow pictures malpaso productions entertainment warner bros story friendship loyalty guilt vengeance fateful affect past present
School of Rock,comedy music paramount pictures scott rudin productions nickelodeon movies century munich film partners gmbh company produktions productions fired band hard cash guitarist vocalist dewey finn finagles fourthgrade substitute teacher private school secretly begins teaching students finer points rock roll schools hardnosed principal rightly suspicious finns activities finns roommate remains dark
Out of Time,thriller crime drama original film monarch pictures metrogoldwynmayer matt whitlock respected chief police small banyan florida must solve vicious double homicide falls suspicion matt stay steps ahead police force everyone trusted order find truth
The Rundown,adventure action comedy thriller columbia pictures universal pictures strike entertainment studios misher films entertainment travis mouthy criminal disappears amazon search treasured artifact father sends beck becomes traviss rival affections mariana mysterious brazilian woman steely disposition beck words takes discipline muster work travis tyrant whos treasure
Duplex,action comedy thriller miramax films flower films young couple buys dream home idea sweet little lady upstairs going
Underworld,underworld collection fantasy action thriller lakeshore entertainment laurinfilm subterranean productions subterranean productions underworld produktions gmbh vampires werewolves waged nocturnal centuries bets female vampire warrior named selene whos famous strength werewolfhunting prowess becomes smitten peaceloving male werewolf michael wants
Spy Kids 3-D: Game Over,kids collection action adventure comedy family science fiction dimension films carmens caught virtual reality game designed kids nemesis toymaker juni save sister ultimately world
Terminator 3: Rise of the Machines,terminator collection action thriller science fiction columbia pictures intermedia films warner bros pictures internationale medien film gmbh produktions mostowlieberman productions years since john connor saved earth judgment living radar steering clear using anything skynet trace encounters robotic assassin ordered finish started good thing connors former nemesis terminator back nowadult connor like promised
Lara Croft Tomb Raider: The Cradle of Life,tomb raider collection action adventure fantasy thriller paramount pictures tohotowa mutual film company lawrence gordon productions british broadcasting corporation october pictures eidos interactive lara croft ventures underwater temple search mythological pandoras securing promptly stolen villainous leader chinese crime syndicate lara must recover syndicates evil mastermind uses construct weapon catastrophic capabilities
Old School,comedy dreamworks montecito picture company three friends attempt recapture glory days opening fraternity near alma mater
Holes,adventure family drama comedy walt disney pictures chicago pacific entertainment walden media phoenix pictures stanleys family cursed luck unfairly sentenced months detention camp green lake campmates forced warden holes order build character dont know digging holes order search lost treasure hidden somewhere camp
House of 1000 Corpses,house corpses collection horror lionsgate spectacle entertainment group teenage couples traveling across backwoods texas searching urban legends serial killers prisoners bizarre sadistic backwater family serial killers
Anger Management,comedy columbia pictures revolution studios happy madison productions small misunderstanding aboard airplane escalates control timid businessman dave buznik ordered court undergo anger management therapy hands specialist buddy rydell buddy steps aggressive treatment moving dave goes mild wild unorthodox treatment wreaks havoc life
The Core,action thriller adventure science fiction paramount pictures david foster productions horsepower films liveplanet core productions munich film partners century company core productions geophysicist josh keyes discovers unknown force caused earths inner core stop rotating planets magnetic field rapidly deteriorating atmosphere literally starts come apart seams catastrophic consequences resolve crisis keyes along team worlds gifted scientists travel earths core mission detonate device reactivate core
Dreamcatcher,drama horror science fiction thriller village roadshow pictures castle rock entertainment entertainment kasdan pictures films four boyhood pals perform heroic changed powers gain return years later hunting trip maine woods theyre overtaken vicious blizzard harbors ominous presence challenged stop alien force friends must first prevent slaughter innocent civilians military vigilante overcome threat bond unites four
Tears of the Sun,action drama columbia pictures revolution studios cheyenne enterprises michael lobell productions navy seal lieutenant waters elite squadron tactical specialists forced choose duty humanity following orders ignoring conflict surrounds finding courage follow conscience protect group innocent refugees democratic government nigeria collapses country taken ruthless military dictator waters fiercely loyal hardened veteran dispatched routine mission retrieve doctors without borders physician
The Life of David Gale,drama thriller crime mikona productions gmbh universal pictures intermedia films saturn films dirty hands productions capital punishment accused murdering fellow activist sent death
Johnny English,johnny english collection adventure action comedy universal pictures studiocanal rowan plays eponymous lead character spoof thriller course story follow hero attempts singlehandedly save country falling hands despot
Daredevil,fantasy action crime science fiction thriller twentieth century film corporation regency enterprises epsilon motion pictures regency pictures marvel enterprises dwells world eternal night blackness filled sounds scents tastes textures perceive although attorney matt murdock blind four senses function superhuman sharpness murdock represents downtrodden night daredevil masked vigilante stalking dark streets city relentless avenger justice
Shanghai Knights,shanghai noon collection action adventure comedy western spyglass entertainment touchstone pictures birnbaum barber productions jackie chan films limited knight productions dynamic chon wang obannon return another crazy adventure time theyre london avenge murder chons father even bigger case chons sister instead unearths plot kill royal family believes though chon romance mind prove right
How to Lose a Guy in 10 Days,comedy romance paramount pictures advice columnist andie anderson kate hudson tries pushing boundaries write piece leave days editor lana bebe neuwirth loves andie goes find experiment enter executive berry matthew mcconaughey confident romantic prowess thinks make woman fall love days andie meet plans backfire
The Recruit,action thriller birnbaum barber productions brilliant trainee must prove worth farm agencys secret training grounds learns watch back trust
Final Destination 2,final destination collection horror mystery line cinema zideperry productions kimberly violent premonition highway pileup blocks freeway keeping others meant safeor survivors mysteriously start dying kimberly stop shes next
Just Married,comedy twentieth century film corporation robert simonds productions mediastream dritte film gmbh beteiligungs leezak sarah mcnerney fall love plan married despite opposition sarahs uptight rich family married chance prove sarahs family wrong european honeymoon disaster disaster decide whether honeymoon hell premarital mistakes worth throwing away love marriage
Identity,mystery thriller konrad pictures columbia pictures corporation complete strangers stranded remote desert motel raging storm soon find target deranged murderer numbers thin travelers begin turn tries figure killer
X2,collection adventure action science fiction thriller twentieth century film corporation donners company harry productions marvel enterprises productions canada productions professor charles xavier team genetically gifted superheroes face rising tide antimutant sentiment william stryker storm wolverine jean grey must join usual nemeses magneto mystique unhinge strykers scheme exterminate mutants
Daddy Day Care,daddy camp collection comedy family columbia pictures revolution studios davis entertainment laid become stayathome dads cant find jobs inspires open daycare center
